id,direccion
6359,Joseph Weisberg
6359,Daniel Sackheim
6359,Adam Arkin
6360,Clint Eastwood
6361,Alfred Hitchcock
6362,Mark Robson
6363,John Mackenzie
6364,Fred Schepisi
6365,Christian Carion
6366,Michael Anderson
6367,John Huston
6368,John Frankenheimer
6369,Christian Petzold
6370,Oliver Stone
6371,Martin Ritt
6372,Sidney Lumet
6373,Olivier Assayas
6374,Woody Allen
6375,Michael Apted
6376,Joe Dante
6377,Andrew Davis
6378,John Sturges
6379,Norman Jewison
6380,Todd Robinson
6381,Sidney J. Furie
6382,Sidney Lumet
6383,Woody Allen
6384,King Vidor
6385,Raoul Walsh
6386,Tom Harper
6387,Peter Ustinov
6388,Sergei Bondarchuk
6389,Yves Simoneau
6390,Henry Koster
6391,Sergei Bondarchuk
6392,Robert Dornhelm
6392,Brendan Donnison
6393,Abel Gance
6394,Lewis Gilbert
6395,Andrzej Wajda
6396,Victor Sjöström
6397,Valeria Sarmiento
6398,Sacha Guitry
6399,Antoine de Caunes
6400,David Attwood
6401,H. Bruce Humberstone
6402,Andrew Grieve
6403,Christian-Jaque
6404,Andrew Grieve
6405,Andrew Grieve
6406,Andrew Grieve
6407,Andrew Grieve
6408,Andrew Grieve
6409,Andrew Grieve
6410,Andrew Grieve
6411,Tom Clegg
6412,Andrzej Wajda
6413,John Davies
6414,Rob Zombie
6415,David Gordon Green
6416,André Øvredal
6417,Steve Miner
6418,Michael Dougherty
6419,David Silverman
6420,Mike B. Anderson
6421,Scott Beck
6421,Bryan Woods
6422,Rick Rosenthal
6423,Bob Anderson
6424,Rob Zombie
6425,Jim Reardon
6426,Rich Moore
6426,Wesley Archer
6426,David Silverman
6427,Rick Rosenthal
6428,Carlos Baeza
6429,Mark Kirkland
6430,Steven Dean Moore
6431,Dwight H. Little
6432,Steven Brill
6433,Walt Disney
6434,Joe Chappelle
6435,Jim Reardon
6436,Clyde Geronimi
6436,Jack Kinney
6436,James Algar
6437,Tommy Lee Wallace
6438,David Silverman
6439,Darren Lynn Bousman
6439,Axelle Carolyn
6439,Adam Gierasch
6440,Dominique Othenin-Girard
6441,Steven Dean Moore
6442,David Silverman
6443,Uli Edel
6444,David Silverman
6444,Matthew Faughnan
6445,Chuck Sheetz
6446,Bob Anderson
6447,Gary Trousdale
6447,Raman Hui
6448,Alexandre Bustillo
6448,Julien Maury
6449,Mike B. Anderson
6449,Matthew Schofield
6450,Kevin Tenney
6451,Bob Anderson
6452,Peter Ramsey
6453,Rob Oliver
6453,Guillermo del Toro
6454,Damien Leone
6455,F. Gary Gray
6456,Jim Sheridan
6457,Rick Famuyiwa
6458,Baz Luhrmann
6458,Stephen Adly Guirgis
6458,Ed Bianchi
6459,George Tillman Jr.
6460,Donald Glover
6460,Hiro Murai
6460,Donald Glover
6461,Craig Brewer
6462,Baz Luhrmann
6463,Chris Stokes
6464,Lee Daniels
6464,Danny Strong
6464,Sanaa Hamri
6465,Doug Pray
6466,Darby Wheeler
6466,Sam Dunn
6466,Scot McFadyen
6467,Benson Lee
6468,Geremy Jasper
6469,Spike Jonze
6470,Henry Chalfant
6470,Tony Silver
6471,Katarina Launing
6472,Stan Lathan
6473,Juan José Ponce
6474,Chris Robinson
6475,Jota Aronak
6476,Allen Hughes
6477,Radha Blank
6478,Sion Sono
6479,Michael Larnell
6480,Emmett Malloy
6481,Ladislas Chollat
6482,Nick Broomfield
6483,Reginald Hudlin
6484,Joel Silberg
6485,Ian Edelman
6486,Nikone Cons
6487,Rick Famuyiwa
6488,Charlie Ahearn
6489,Tamra Davis
6490,Adrián Orr
6491,Benny Boom
6492,Andy Capper
6493,David Kellogg
6494,Patric C. Taladriz
6495,Phillip G. Atwell
6495,Eminem
6495,Paul Rosenberg
6496,Phillip G. Atwell
6496,Dr. Dre
6497,Estevan Oriol
6498,Antoine Fuqua
6499,Lil Dicky
6499,Jeff Schaffer
6499,Greg Mottola
6500,Virgine d'Annoville
6501,Michael Mann
6502,Rachel Griffiths
6503,Jim Wilson
6504,Alfred Hitchcock
6505,Kote Camacho
6506,Bryan Forbes
6507,Jack Kinney
6508,Hans Richter
6509,Frank Capra
6510,John Irvin
6511,Birt Acres
6512,Marcel Perez
6513,David Butler
6514,Peter Weir
6515,Paul Haggis
6516,Alejandro González Iñárritu
6517,Alejandro González Iñárritu
6518,Paul Thomas Anderson
6519,Daniel Sánchez Arévalo
6520,Paco León
6521,Woody Allen
6522,Ken Kwapis
6523,Pete Travis
6524,Garry Marshall
6525,Cesc Gay
6526,Robert Altman
6527,Josh Radnor
6528,Takeshi Kitano
6529,Jon Garaño
6529,José Mari Goenaga
6530,Aritz Moreno
6531,Garry Marshall
6532,Fatih Akin
6533,Antoine Fuqua
6534,Nadine Labaki
6535,Oliver Hirschbiegel
6536,Bryan Singer
6537,Luchino Visconti
6538,Luc Besson
6539,Kevin Reynolds
6540,George Pan Cosmatos
6541,Michael Caton-Jones
6542,Peter Morgan
6542,Stephen Daldry
6542,Philip Martin
6543,George Roy Hill
6544,Stephen Herek
6545,Sam Weisman
6546,Gavin O'Connor
6547,Robert Lieberman
6548,Jay Roach
6549,Michael Dowse
6550,Peter Markle
6551,Blair Peters
6552,Robert Vince
6553,Steve Boyum
6554,Jay Baruchel
6555,Jack King
6556,Peter Grönlund
6557,Laurie Lynd
6558,Jay Karas
6559,Chris Savino
6560,Joe Barruso
6560,Doug Murphy
6560,Blair Peters
6561,Richard Martin
6562,Jack Kinney
6563,Mark L. Taylor
6564,Lucas Castán
6565,Angelo Abela
6565,Tessa Hoffe
6566,Edward Zwick
6567,Liev Schreiber
6568,Costa-Gavras
6569,Alan J. Pakula
6570,Paolo Sorrentino
6571,Gilles Paquet-Brenner
6572,Elem Klimov
6573,Vicente Amorim
6574,Robert Schwentke
6575,Tim Blake Nelson
6576,Margarethe von Trotta
6577,Joseph Vilsmaier
6577,Dana Vávrová
6578,Giulio Ricciarelli
6579,Caroline Link
6580,Frank Pierson
6581,Christian Petzold
6582,Mick Jackson
6583,George Stevens
6584,Peter Kassovitz
6585,Christian Duguay
6586,Sidney Lumet
6587,Marvin J. Chomsky
6588,Lajos Koltai
6589,Robert Young
6590,Ján Kadár
6590,Elmar Klos
6591,Jon Jones
6592,Wladyslaw Pasikowski
6593,Andrei Konchalovsky
6594,Sean Mathias
6595,Andrzej Munk
6595,Witold Lesiewicz
6596,Sam Garbarski
6597,Ferenc Török
6598,Jack Gold
6599,Jon Avnet
6600,Pablo Solarz
6601,Robert Dornhelm
6602,John Badham
6603,Phil Alden Robinson
6604,Alain Resnais
6605,Akira Kurosawa
6606,Stephen Chbosky
6606,Josh Schaer
6606,Jonathan E. Steinberg
6607,Katsuhiro Ōtomo
6607,Kōji Morimoto
6607,Tensai Okamura
6608,John Boorman
6609,Gordon Douglas
6610,Toyoo Ashida
6611,Mike Nichols
6612,Shôhei Imamura
6613,Nicholas Meyer
6614,Akira Kurosawa
6615,Iker Jiménez
6616,Stanley Kramer
6617,Mori Masaki
6618,Steve De Jarnatt
6619,Peter Watkins
6620,Konstantin Lopushansky
6621,Luc Besson
6622,L.Q. Jones
6623,Tony Richardson
6624,Richard Stanley 
6625,Lance Mungia
6626,Mick Jackson
6627,Akira Kurosawa
6628,Joseph Sargent
6629,Matt Birkett-Smith
6630,Toyoo Ashida
6630,Ichirô Itano
6631,Stephen Frears
6632,Osamu Tezuka
6633,Mariano Ozores
6634,Tensai Okamura
6635,David Webb Peoples
6636,Sergio Martino
6637,Jayne Loader
6637,Kevin Rafferty
6637,Pierce Rafferty
6638,James B. Harris
6639,Val Guest
6640,Alfonso Cuarón
6641,Catherine Hardwicke
6642,Len Wiseman
6643,David Slade
6644,Chris Weitz
6645,Stephen Sommers
6646,Mike Nichols
6647,Bill Condon
6648,Bill Condon
6649,Alan Ball
6649,Michael Lehmann
6649,Scott Winant
6650,Len Wiseman
6651,Joe Johnston
6652,Patrick Tatopoulos
6653,John Logan
6653,James Hawes
6653,Damon Thomas
6654,Måns Mårlind
6654,Björn Stein
6655,Mamoru Hosoda
6656,Anthony Waller
6657,Wes Craven
6658,Harald Zwart
6659,Juan Martínez Moreno
6660,R.L. Stine
6660,Randy Bradshaw
6660,Craig Pryce
6661,Paco Plaza
6662,Anna Foerster
6663,Neil Jordan
6664,Joe Dante
6665,Neil Marshall
6666,Christopher Leitch
6667,George Waggner
6668,John Fawcett
6669,Paul Hyett
6670,Pedro Olea
6671,Katja von Garnier
6672,Kevin Munroe
6673,Daniel Attias
6674,Jeff Davis
6674,Russell Mulcahy
6674,Tim Andrew
6675,Laura Belloso
6675,David Bermejo
6675,Jesús Rodrigo
6676,Rob Zombie
6677,Gordon Kent
6678,Antonio Mercero
6679,Jordan Vogt-Roberts
6679,Austin Reading
6679,Drew Daywalt
6680,Jonas Alexander Arnby
6681,Julie Plec
6681,Chris Grismer
6681,Jeffrey G. Hunt
6682,David Kohan
6682,Max Mutchnick
6682,James Burrows
6683,Kevin Smith
6684,Lisa Cholodenko
6685,Tomás Gutiérrez Alea
6685,Juan Carlos Tabío
6686,Larry Charles
6687,Gus Van Sant
6688,Dexter Fletcher
6689,Mike Nichols
6690,Jean-Marc Vallée
6691,Pedro Almodóvar
6692,Tom Ford
6693,Richard Eyre
6694,Sam Mendes
6695,Lewis Milestone
6696,Peter Weir
6697,Christian Carion
6698,Richard Curtis
6698,Rowan Atkinson
6698,Martin Shardlow
6699,George Lucas
6699,Carl Schultz
6699,Simon Wincer
6700,Richard Attenborough
6701,Howard Hawks
6702,Frank Borzage
6703,Charles Chaplin
6704,Bertrand Tavernier
6705,M.J. Bassett
6706,Federico Fellini
6707,Alfred Hitchcock
6708,James Kent
6709,Mario Monicelli
6710,Ernst Lubitsch
6711,King Vidor
6712,John Ford
6713,William A. Wellman
6714,Terence Davies
6715,Michael Powell
6715,Emeric Pressburger
6716,Roger Corman
6717,Bertrand Tavernier
6718,Moustapha Akkad
6719,Russell Mulcahy
6720,Peter Jackson
6721,Charles Vidor
6722,Saul Dibb
6723,Joseph Losey
6724,John Hough
6725,Xavier Beauvois
6726,Brian G. Hutton
6727,John Guillermin
6728,Kenneth Branagh
6729,Brady Corbet
6730,Quentin Tarantino
6731,Steven Spielberg
6732,Charles Chaplin
6733,Clint Eastwood
6734,Robert Aldrich
6735,John Woo
6736,J. Lee Thompson
6737,Wolfgang Petersen
6738,Timothy Van Patten
6738,Jeremy Podeswa
6738,Carl Franklin
6739,Paul Verhoeven
6740,Roberto Rossellini
6741,Robert Stevenson
6742,Mitsuru Hongo
6742,Keiichi Hara
6742,Yūji Mutō
6743,Gábor Csupó
6743,Arlene Klasky
6743,Paul Germain
6744,Isao Takahata
6745,Roman Polanski
6746,Tommy Lee Wallace
6747,Nancy Meyers
6748,Jean-Claude Lauzon
6749,Benh Zeitlin
6750,Antonio Mercero
6750,Antonio Mercero
6751,Paul Weitz
6751,Chris Weitz
6752,Víctor Erice
6753,Fatih Akin
6754,Carlos Iglesias
6755,John Crowley
6756,Ron Howard
6757,Tom McCarthy
6758,Aki Kaurismäki
6759,Olivier Nakache
6759,Eric Toledano
6760,Ken Loach
6761,Jim Sheridan
6762,James Gray
6763,Courtney Hunt
6764,Na Hong-jin
6765,Philippe Le Guay
6766,Michael Haneke
6767,Aki Kaurismäki
6768,Stephen Frears
6769,Icíar Bollaín
6770,Remi Weekes
6771,Juan José Campanella
6771,Sebastián Pivotto
6771,Bruno Stagnaro
6772,Anthony Minghella
6773,Stephen Frears
6774,Jacques Audiard
6775,Damien O'Donnell
6776,Ken Loach
6777,Wayne Kramer
6778,Marcelo Piñeyro
6779,Pedro Lazaga
6780,Philippe Lioret
6781,Lee Isaac Chung
6782,Elia Kazan
6783,Julien Rambaldi
6784,Philippe Falardeau
6785,Michael Winterbottom
6786,Chris Weitz
6787,Eric Darnell
6787,Tim Johnson
6788,Peyton Reed
6789,Peyton Reed
6790,James Hawes
6791,Steve Hickner
6791,Simon J. Smith
6792,Guillermo del Toro
6793,Henry Selick
6794,Hiroshi Saitô
6794,Seiji Endô
6795,Byron Haskin
6796,Chris Wedge
6797,David Cronenberg
6798,John Payson
6799,Dario Argento
6800,Hiroshi Teshigahara
6801,John A. Davis
6802,William Hanna
6802,Joseph Barbera
6803,Claude Nuridsany
6803,Marie Perennou
6804,Thomas Szabo
6804,Hélène Giraud
6805,Irwin Allen
6806,Friz Freleng
6806,Hawley Pratt
6807,Kyle Rankin
6808,Wladyslaw Starewicz
6809,Saul Bass
6810,Lucky McKee
6811,Michael Matthews
6812,Jerry Hampeys
6812,Ralph Newman
6813,Jean de Segonzac
6814,Tamara Kotevska
6814,Ljubomir Stefanov
6815,Penelope Buitenhuis
6816,Jim Charleston
6816,George Manasse
6817,Wilfred Jackson
6818,Friz Freleng
6818,Hawley Pratt
6819,Ellory Elkayem
6820,Bert I. Gordon
6821,Peter Manus
6822,Georges Méliès
6823,George Mendeluk
6824,J.T. Petty
6825,David Winning
6826,Otto Bathurst
6827,Owen Harris
6828,Irwin Winkler
6829,Charlie Brooker
6829,Owen Harris
6829,Carl Tibbetts
6830,Dominic Sena
6831,Graham Linehan
6831,Ben Fuller
6831,Graham Linehan
6832,Dennis Kelly
6832,Marc Munden
6832,Alex Garcia Lopez
6833,James Watkins
6834,Danny Boyle
6835,Wally Pfister
6836,Jodie Foster
6837,Shawn Levy
6838,Rich Moore
6838,Phil Johnston
6839,Aneesh Chaganty
6840,Nacho Vigalondo
6841,Mike Judge
6841,John Altschuler
6841,Dave Krinsky
6842,Jake Kasdan
6843,Henry Joost
6843,Ariel Schulman
6844,James Ponsoldt
6845,Greg Berlanti
6845,Sera Gamble
6845,Marcos Siega
6846,Levan Gabriadze
6847,William Eubank
6848,Henry Alex Rubin
6849,Jeff Orlowski
6850,Rawson Marshall Thurber
6851,Laura Poitras
6852,Gregory Hoblit
6853,Martyn Burke
6854,Phillip Noyce
6855,Alan J. Pakula
6856,Paul Greengrass
6857,Neil Jordan
6858,Neil Jordan
6859,Neil Jordan
6860,Martin Campbell
6861,Ken Loach
6862,John Ford
6863,Pete Travis
6864,Kari Skogland
6865,Oliver Hirschbiegel
6866,John Boorman
6867,Terry George
6868,Lisa McGee
6868,Michael Lennox
6869,Mike Hodges
6870,James Marsh
6871,Carol Reed
6872,John Mackenzie
6873,Bernard Rose
6874,Stephen Burke
6875,Nick Hamm
6876,Pat O'Connor
6877,John Ford
6878,Peter Sheridan
6879,Michael Anderson
6880,David Caffrey
6881,Don Sharp
6882,Jim McBride
6883,Roger Michell
6884,Michael Apted
6885,Guy Hamilton
6886,Terence Young
6887,Irvin Kershner
6888,John Glen
6889,Lewis Gilbert
6890,Lewis Gilbert
6891,Terence Young
6892,John Glen
6893,Guy Hamilton
6894,Guy Hamilton
6895,Lewis Gilbert
6896,John Glen
6897,Guy Hamilton
6898,John Glen
6899,Peter Hunt
6900,John Huston
6900,Ken Hughes
6900,Val Guest
6901,Bill Hutten
6901,Tony Love
6902,James Bobin
6903,Eddie Nicart
6904,John Watkin	 	
6905,Stevan Riley
6906,William H. Brown Jr.
6907,John Cork
6908,John Cork
6909,Jane Armstrong
6910,John Cork
6911,John Cork
6912,David Miller
6913,Akira Kurosawa
6914,Akira Kurosawa
6915,Akira Kurosawa
6916,Martin Scorsese
6917,Carl Erik Rinsch
6918,Masaki Kobayashi
6919,Takashi Miike
6920,Kazuhiro Furuhashi
6920,Kaeko Sakamoto
6920,Hiroshi Morioka
6921,Kenji Mizoguchi
6922,Akira Kurosawa
6923,Akira Kurosawa
6924,Shin'ichirō Watanabe
6925,Akira Kurosawa
6926,Yôji Yamada
6927,Ryûhei Kitamura
6928,Keishi Ohtomo
6929,Akira Kurosawa
6930,Kaneto Shindô
6931,Takashi Miike
6932,Masahiro Andô
6933,Masaki Kobayashi
6934,Kenji Mizoguchi
6935,Takashi Miike
6936,Yôji Yamada
6937,Ten Shimoyama
6938,Kazuhiro Furuhashi
6939,Kenji Mizoguchi
6940,Tsuji Hajiki
6941,Shusuke Kaneko
6942,Keishi Ohtomo
6943,Fuminori Kizaki
6943,Takashi Okazaki
6944,Nagisa Ôshima
6945,Jerry London
6946,Keishi Ohtomo
6947,Hiroshi Inagaki
6948,Yōjirō Takita
6949,Tatsuo Satō
6950,Kihachi Okamoto
6951,Teinosuke Kinugasa
6952,Keiichi Hara
6953,Hiroshi Inagaki
6954,Hitoshi Matsumoto
6955,Steve Antin
6956,Thomas Carter
6957,Martin Scorsese
6958,Otto Preminger
6959,Gene Kelly
6960,Anthony Mann
6961,Spike Lee
6962,Don Cheadle
6963,Robert Budreau
6964,Damien Chazelle
6965,Alan Crosland
6966,Michael Curtiz
6967,Robert Altman
6968,Martin Ritt
6969,Wim Wenders
6970,Stanley Nelson
6971,Eric Goldberg
6972,Shin'ichirō Watanabe
6973,D.A. Pennebaker
6974,H.C. Potter
6975,John Scheinfeld
6976,Norman McLaren
6976,Evelyn Lambart
6977,Ken Burns
6978,John Cassavetes
6979,Sidney J. Furie
6980,Tex Avery
6981,Gjon Mili
6982,Frank Borzage
6983,Michael Radford
6984,Kasper Collin
6985,Gore Verbinski
6986,Charles Guard
6986,Thomas Guard
6987,Fruit Chan
6987,Park Chan-wook
6987,Takashi Miike
6988,Takashi Shimizu
6989,Takashi Shimizu
6990,Masaki Kobayashi
6991,Takashi Miike
6992,Kiyoshi Kurosawa
6993,Sion Sono
6994,Nobuhiko Ôbayashi
6995,Kiyoshi Kurosawa
6996,Takashi Shimizu
6997,Toby Wilkins
6998,Renpei Tsukamoto
6999,Hideo Nakata
7000,Takashi Miike
7001,Norio Tsuruta
7002,Kôji Shiraishi
7003,Sion Sono
7004,Ataru Oikawa
7005,Takashi Shimizu
7006,Manabu Asô
7007,Takashi Shimizu
7008,Hideshi Hino
7009,Takashi Shimizu
7010,Jeong Beom-sik
7011,Satoru Ogura
7012,Shô Miyake
7013,Kiyoshi Kurosawa
7014,Higuchinsky
7015,Norio Tsuruta
7016,Kiyoshi Kurosawa
7017,Masayuki Ochiai
7018,Takashi Shimizu
7019,Kôji Shiraishi
7020,Hideo Nakata
7021,Norio Tsuruta
7022,Takashi Shimizu
7023,Ryûta Miyake
7024,Sion Sono
7025,Akira Kurosawa
7026,Hiroko Tokita
7026,Tatsuhiko Urahata
7027,Akira Kurosawa
7028,Antony Cordier
7029,Johnnie To
7030,Ippei Kuri
7030,Hisayuki Toriumi
7030,Jinzô Toriumi
7031,Seiichiro Uchikawa
7032,John Dahl
7033,Richard Donner
7034,Gary Scott Thompson
7034,David Solomon
7034,Timothy Busfield
7035,Eduard Cortés
7036,Rupert Wyatt
7037,D.J. Caruso
7038,David Mamet
7039,Norman Jewison
7040,Mariano Ozores
7041,Zhang Yimou
7042,Wayne Kramer
7043,Paul Thomas Anderson
7044,Curtis Hanson
7045,Sydney Pollack
7046,Damian Nieman
7047,Anna Boden
7047,Ryan Fleck
7048,Henry Hathaway
7049,Sergio Corbucci
7050,Mike Hodges
7051,Mark Rydell
7052,Fielder Cook
7053,Andrew J. Cohen
7054,Jonathan van Tulleken
7055,Louis Lumière
7056,Mónica Laguna
7057,Daniel Burman
7058,Yuichiro Hayashi
7059,Howard Hawks
7060,Yûzô Satô
7061,Phil Karlson
7062,Gil Cates Jr.
7063,René Clément
7064,Jacques Demy
7065,Georges Méliès
7066,H.C. Potter
7067,Norman Lloyd
7068,Karel Reisz
7069,Richard Thorpe
7070,Robert Altman
7071,Jon Turteltaub
7072,Josh Gordon
7072,Will Speck
7073,Charles Walters
7074,Paul Michael Glaser
7075,Barry W. Blaustein 
7076,Vianney Lebasque
7077,Bruce Malmuth
7078,Sean McNamara
7079,Jack Kinney
7080,Krisztina Goda
7081,Ian Bonhôte
7081,Peter Ettedgui
7082,Gérard Oury
7083,Javier Mariscal
7084,Chris Marker
7085,Kon Ichikawa
7086,Francesc Bellmunt
7087,Ron Scalpello
7088,Stephen Herek
7089,Rafael Alcázar
7090,Jérôme Prieur
7091,Danny Boyle
7092,Roger Young
7093,Nick Park
7093,Lee Wilton
7093,Richard Starzak
7094,Kaspar Heidelbach
7095,Christopher Cain
7096,Robert Radler
7097,Fabrizio De Angelis
7098,Shunichi Nagasaki
7099,Fabrizio De Angelis
7100,Derek Wayne Johnson
7101,Manuel Esteba
7102,Mark Joffe
7103,Fabrizio De Angelis
7104,Ramón Saldías
7105,Orhan Aksoy
7106,Fabrizio De Angelis
7107,Fabrizio De Angelis
7108,Yoshikatsu Kimura
7109,Fuyuhiko Nishi
7110,Kevin Derek
7111,Fritz Lang
7112,Terence Fisher
7112,Frank Winterstein
7113,Alfred Vohrer
7114,Eugenio Martín
7115,Alfred Vohrer
7116,Alfred Vohrer
7117,Jürgen Roland
7118,Alfred Vohrer
7119,Alfred Vohrer
7120,Harald Reinl
7121,Alfred Vohrer
7122,Harald Reinl
7123,Jesús Franco
7124,Harald Reinl
7125,Jesús Franco
7126,Harald Reinl
7127,Helmut Ashley
7128,Josef von Báky
7129,Ákos Ráthonyi
7130,Alfred Vohrer
7131,Jesús Franco
7132,Harald Reinl
7133,Armando Crispino
7134,Phil Lord
7134,Christopher Miller
7135,Mike Mitchell
7135,Trisha Gum
7136,Charlie Bean
7136,Paul Fisher
7136,Bob Logan
7137,Jon Burton
7138,Ken Cunningham
7139,David Scott
7140,Michael D. Black
7141,Brandon Vietti
7142,David Molina
7142,Terry Shakespeare
7143,Rick Morales
7144,Matthew Nastuk
7145,Peder Pedersen
7146,Rick Morales
7147,Matt Peters
7147,Melchior Zwyer
7148,Rick Morales
7149,Ethan Spaulding
7150,Peder Pedersen
7151,Greg Richardson
7152,Michael Hegner
7153,Peder Pedersen
7154,Royce Graham
7154,Pete Bregman
7154,Mark Hamill
7155,Michael Hegner
7156,Guy Vasilovich
7157,Steven Spencer
7158,Kim Pagel
7159,Rick Morales
7160,Alex Kobbs
7161,Rob Silvestri
7162,Tommy Williamson
7163,Michel Gondry
7164,Howard E. Baker
7165,David Molina
7165,Terry Shakespeare
7166,Tim Drage
7166,Tony Mines
7166,Tony Mines
7167,Kief Davidson
7167,Daniel Junge
7168,Bill Motz
7168,Bob Roth
7168,Michael Hegner
7169,Alex Medtlek
7170,Mark Baldo
7171,Cody Hughes
7172,Ethan Spaulding
7173,Peter Hausner
7173,Martin Skov
7173,Justin Murphy
7174,David Molina
7174,Terry Shakespeare
7175,Michael D. Black
7176,MonsieurCaron
7177,Michael Hegner
7178,William Vaughan
7179,Michael Hegner
7179,Martin Skov
7180,Jon Saunders
7181,Matt Peters
7182,Gareth Witte
7183,Roman Polanski
7184,Tom Ford
7185,Roman Polanski
7186,David Koepp
7187,Jonathan Dayton
7187,Valerie Faris
7188,Marc Forster
7189,Manuel Martín Cuenca
7190,Andrew W. Marlowe
7190,Rob Bowman
7190,John Terlesky
7191,Mariano Cohn
7191,Gastón Duprat
7192,Pedro Almodóvar
7193,John Carpenter
7194,Julian Schnabel
7195,Isabel Coixet
7196,Brian Klugman
7196,Lee Sternthal
7197,Richard Attenborough
7198,Josh Boone
7199,James McTeigue
7200,Mark Osborne
7201,Bruce Robinson
7202,Joe Johnston
7202,Pixote Hunt
7203,Björn Runge
7204,Douglas McGrath
7205,Ingmar Bergman
7206,Chris Noonan
7207,Jonathan Ames
7207,Alan Taylor
7207,Adam Bernstein
7208,Eric-Emmanuel Schmitt
7209,Haifaa Al-Mansour
7210,Park Chan-wook
7211,Karyn Kusama
7212,Takashi Miike
7213,Adam Wingard
7214,Kazuaki Kiriya
7215,Shusuke Kaneko
7216,Lam Nai-Choi
7217,Christophe Gans
7218,Hirokazu Koreeda
7219,Shinsuke Sato
7220,Shusuke Kaneko
7221,Shinsuke Sato
7222,Takashi Miike
7223,Shinji Higuchi
7224,Chris Nahon
7225,Shinsuke Sato
7226,Takashi Yamazaki
7227,Toshiya Fujita
7228,Yukihiko Tsutsumi
7229,Takashi Miike
7230,Takashi Miike
7231,Takashi Yamazaki
7232,Fumihiko Sori
7233,Takashi Miike
7234,Shinsuke Sato
7235,Keishi Ohtomo
7236,Shinsuke Sato
7237,Takashi Yamazaki
7238,Akihiko Shiota
7239,Kim Jee-woon
7240,Wong Jing
7241,Hideo Nakata
7242,Andrew Lau
7242,Alan Mak
7243,Chuck Jones
7243,Friz Freleng
7243,Tex Avery
7244,Chuck Jones
7244,Gerry Chiniquy
7244,Friz Freleng
7245,Joe Dante
7246,Tom Ruegger
7246,Art Vitello
7246,Rich Arons
7247,Chuck Jones
7248,Chuck Jones
7249,Chuck Jones
7250,Jeffrey Gatrall
7250,Michael Hack
7250,Scott Heming
7251,Chuck Jones
7252,Chuck Jones
7253,Art Vitello
7253,Keith Baxter
7253,Gary Hartle
7254,Chuck Jones
7254,Maurice Noble
7255,Friz Freleng
7256,Chuck Jones
7257,Chuck Jones
7258,Chuck Jones
7258,Phil Monroe
7259,Matthew O'Callaghan
7260,Chuck Jones
7261,Chuck Jones
7262,Greg Colton
7263,Chuck Jones
7264,Chuck Jones
7265,Chuck Jones
7266,Friz Freleng
7267,Chuck Jones
7268,Chuck Jones
7268,Maurice Noble
7269,Bob Clampett
7270,Chuck Jones
7271,Chuck Jones
7272,Chuck Jones
7273,Chuck Jones
7274,Matthew O'Callaghan
7275,Chuck Jones
7276,Chuck Jones
7277,Chuck Jones
7278,Chuck Jones
7279,Spike Brandt
7279,Tony Cervone
7279,Jeff Siergey
7280,Chuck Jones
7281,Chuck Jones
7282,Chuck Jones
7283,Lenord Robinson
7283,James T. Walker
7283,Karl Toerge
7284,Friz Freleng
7285,Chuck Jones
7286,Jeffrey Lynch
7286,Wesley Archer
7287,Tim Johnson
7288,Wesley Archer
7288,Bill Kopp
7288,David Silverman
7289,Bill Plympton
7290,David Silverman
7291,Don Hertzfeldt
7292,Peter Shin
7293,Steve Cutts
7294,Venga Monjas
7294,Xavi Daura
7294,Esteban Navarro
7295,Matthew Faughnan
7296,Bill Plympton
7297,Steven Dean Moore
7298,Matthew Faughnan
7299,Guillermo del Toro
7300,Matt Groening
7301,Michal Socha
7302,Bob Anderson
7303,Steven Dean Moore
7304,Brad Bird
7305,Eric Goldberg
7306,John Kricfalusi
7307,Banksy
7308,David Silverman
7309,Paul McGuigan
7310,David Cronenberg
7311,Guy Ritchie
7312,Harold Ramis
7313,Antoine Fuqua
7314,Jonathan Lynn
7315,John Huston
7316,James Gray
7317,Joe Carnahan
7318,Martin Scorsese
7319,Michael R. Roskam
7320,Nicolas Winding Refn
7321,Matthew Vaughn
7322,Jim Jarmusch
7323,Christopher Nolan
7324,Chris Columbus
7325,Mike Newell
7326,Chris Columbus
7327,David Yates
7328,David Yates
7329,Hayao Miyazaki
7330,David Yates
7331,Louis Leterrier
7332,Scott Derrickson
7333,David Yates
7334,David Yates
7335,Jim Henson
7335,Frank Oz
7336,Jon M. Chu
7337,Dan Scanlon 
7338,Michael Ritchie
7339,Martin Scorsese
7339,Francis Ford Coppola
7339,Woody Allen
7340,Kirk Jones
7341,Gillian Armstrong
7342,Richard Rich
7343,F. Fujio Fujiko
7343,Tsutomu Shibayama
7343,Kôzô Kusuba
7344,Junichi Sato
7344,Kunihiko Ikuhara
7344,Harume Kosaka
7345,Tomoharu Katsumata
7345,Bonjin Nagaki
7345,Katsuhisa Yamada
7346,Eiichiro Oda
7346,Kōnosuke Uda
7346,Junji Shimizu
7347,Hayao Miyazaki
7347,Isao Takahata
7347,Masaaki Ôsumi
7348,Akira Toriyama
7348,Minoru Okazaki
7348,Daisuke Nishio
7349,Spike Lee
7350,Gôshô Aoyama
7350,Kenji Kodama
7350,Yasuichiro Yamamoto
7351,Shingo Natsume
7351,Yosuke Hatta
7351,Shin'ichirô Ushijima
7352,Hiroshi Saitô
7353,Yoshifumi Kondô
7354,Jim Henson
7354,Eric Till
