id_act,actor
22446,Stefan Shterev
22447,Kalin Sarmenov
22448,Labina Mitevska
22449,Jay Villiers
22450,Emir Kusturica
22451,Maria Darkina
22452,Sloboda Micalovic
22453,Novak Bilbija
22454,Tihana Lazovic
22455,Goran Markovic
22456,Nives Ivankovic
22457,Mira Banjac
22458,Slavko Sobin
22459,Dado Cosic
22460,Trpimir Jurkic
22461,Tara Rosandic
22462,Lukrecija Tudor
22463,Stipe Radoja
22464,Pavle Cemerikic
22465,Tamara Krcunovic
22466,Ivan Lucev
22467,Igor Bencina
22468,Javor Loznica
22469,Srdjan Simeonovich
22470,Arnost Proschek
22471,Jelena Djokic
22472,Josif Tatic
22473,Gordan Kicic
22474,Vojislav Brajovic
22475,Dino Bajrovic
22476,Raymond Thiry
22477,Joes Brauers
22478,Reinout Bussemaker
22479,Filip Subaric
22480,Denis Muric
22481,Anica Dobra
22482,Miodrag Krivokapic
22483,Goran Radakovic
22484,Meto Jovanovski
22485,Qun Lajçi
22486,Nenad Jezdic
22487,Ksenija Marinkovic
22488,Robert Budak
22489,Toni Sestan
22490,Tena Jeic Gajski
22491,Vinko Kraljevic
22492,Ivan Brkic
22493,Alen Liveric
22494,Milos Bikovic
22495,Ravshana Kurkova
22496,Yuriy Kutsenko
22497,Nikola Djordjevic
22498,Dmitriy Frid
22499,Milena Radulovic
22500,Anton Pampushnyy
22501,Kirill Poluhin
22502,Dusan Pekic
22503,Milan Maric
22504,Andreja Jovanovic
22505,Gorica Popovic
22506,Rolf Lassgård
22507,Alexander Fehling
22508,Kresimir Mikic
22509,Steven Scharf
22510,Joel Eisenblätter
22511,Wine Dierickx
22512,Darren Morfitt
22513,Sheyla Shehovich
22514,Milos Timotijevic
22515,Mladen Sovilj
22516,Nada Sargin
22517,Marko Gvero
22518,Stefan Bundalo
22519,Nelle Karajlic
22520,Leona Paraminski
22521,Niksa Butijer
22522,Andjela Ramljak
22523,Igor Hamer
22524,Luka Kuzmanovic
22525,Robert Prosan
22526,Mara Toldi
22527,Robert Perisic
22528,Rus Gregorevcic Zlatko
22529,Drazen Kuhn
22530,Marinko Prga
22531,Bojan Navojec
22532,Ljubomir Kerekes
22533,Predrag 'Predjo' Vusovic
22534,Aldo Giuffrè
22535,Enzo Petito
22536,Claudio Scarchilli
22537,James Read
22538,Wendy Kilbourne
22539,Terri Garber
22540,Genie Francis
22541,Philip Casnoff
22542,Lewis Smith
22543,Chief Dan George
22544,Paula Trueman
22545,Geraldine Keams
22546,Margaret Lindsay
22547,Constance Towers
22548,Althea Gibson
22549,Hoot Gibson
22550,Christopher Mitchum
22551,Jim Davis
22552,John Lupton
22553,Roy Bucko
22554,Jewel Kilcher
22555,Robert Middleton
22556,Douglass Montgomery
22557,Walter Abel
22558,Doug McClure
22559,Patrick Wayne
22560,David Brian
22561,Phil Carey
22562,James Millican
22563,Wilton Graff
22564,Muna Otaru
22565,Amy Nuttall
22566,Nicholas Pinnock
22567,Anna-Maria Nabirye
22568,Luminita Filimon
22569,Buck Taylor
22570,Mac Butler
22571,Warner Baxter
22572,Joyce Kay
22573,Claude Gillingwater
22574,Douglas Wood
22575,Frank McGlynn Sr.
22576,Audie Murphy
22577,Bill Mauldin
22578,Douglas Dick
22579,Tim Durant
22580,John Dierkes
22581,Roy Rogers
22582,George 'Gabby' Hayes
22583,Roger Jacquet
22584,Anne Cornaly
22585,Anker Larsen
22586,Stéphane Fey
22587,Jean-François Zeller
22588,Pierre Danny
22589,Louis Adelin
22590,Anthony Paderewski
22591,Baby Norman
22592,Chip Lane
22593,Chris Whitley
22594,Christopher Marrone
22595,Jason Hughley
22596,Jason Vail
22597,Nathaniel Grauwelman
22598,Ronald Ogden
22599,Karen Steele
22600,Michael Dante
22601,Andrew Duggan
22602,Walter Barnes
22603,Cory Scarborough
22604,Gabrielle Popa
22605,Brian Balzerini
22606,Tommy Rettig
22607,Douglas Spencer
22608,Mike Connors
22609,R. Wright Campbell
22610,Paul Birch
22611,James Stone
22612,Jack Ingram
22613,Jarrod Emick
22614,Ted Marcoux
22615,Jan Tríska
22616,Jayce Bartok
22617,Frederick Coffin
22618,Frances Farmer
22619,Thelma Leeds
22620,Zachary Scott
22621,Keston John
22622,Brenda Kuciemba
22623,Christine Horn
22624,Raven Nicole LeDeatte
22625,Jonathan Brooks
22626,Steve Schlosser
22627,Benjamin Black
22628,Andy Waskie
22629,Ronald A. Hawkins
22630,Bob Bosler
22631,Patrick Falci
22632,Ronald Bieber
22633,Louise Beavers
22634,Paul E. Burns
22635,John Hammond
22636,Lizabeth Scott
22637,James Bell
22638,Claude Jarman Jr.
22639,Martin Garralaga
22640,Jesuthasan Antonythasan
22641,Pano Masti
22642,Alexandra Moen
22643,Juliette Navis
22644,Mohsen Abbas
22645,Esben Smed Jensen
22646,Charlie Carrick
22647,Sara Hjort Ditlevsen
22648,Amir El-Masry
22649,Ardalan Esmaili
22650,Rasmus Bjerg
22651,Elizabeth Moynihan
22652,Jack Starrett
22653,Michael Talbott
22654,John McLiam
22655,Alf Humphreys
22656,Jintara Sugapat
22657,Juney Smith
22658,Danny Aiello III
22659,Bono
22660,Dana Fuchs
22661,Cynthia Loebe
22662,Martin Luther
22663,Anthony Barrile
22664,Michael Dolan
22665,Michael Boatman
22666,Don James
22667,Dane Northcutt
22668,David Tress
22669,Lenore Kasdorf
22670,Ernie Ortega
22671,Joseph Carberry
22672,Pierrino Mascarino
22673,Erich Anderson
22674,Bella Flores
22675,Dinh Thien Le
22676,Lexi Randall
22677,Norm Lewis
22678,Jonathan Majors
22679,Veronica Ngo
22680,Hiep Thi Le
22681,Bussaro Sanruck
22682,Penelope Milford
22683,Robert Ginty
22684,Mary Gregory
22685,Kathleen Miller
22686,Beeson Carroll
22687,Bruce French
22688,Aki Aleong
22689,Roland Harrah III
22690,Miki Kim
22691,Yehuda Efroni
22692,Ron Barker
22693,Floyd Levine
22694,Jack Rader
22695,Melinda Betron
22696,Clayton Rohner
22697,Reb Brown
22698,Jack Soo
22699,Luke Askew
22700,J. Kenneth Campbell
22701,Rick Dano
22702,Jacky Cheung
22703,Waise Lee
22704,Fennie Yuen
22705,Yolinda Yam
22706,John Lam
22707,Lawrence Lau
22708,John Woo
22709,Chloe Elise
22710,Jodi Balfour
22711,Happy Anderson
22712,Sloane Shelton
22713,Ivar Brogger
22714,Tom Isbell
22715,Elizabeth Franz
22716,Amanda Pays
22717,Raymond O'Connor
22718,Daniel Webber
22719,Myles Pollard
22720,Uli Latukefu
22721,Patrick McVey
22722,Patricia Joyce
22723,Chico Martínez
22724,James Canning
22725,Michael Lembeck
22726,Craig Wasson
22727,James Whitmore Jr.
22728,Drew Michaels
22729,Chris Lowell
22730,Max Adler
22731,Lauren Mae Shafer
22732,Cindy Chu
22733,Charlotte Ubben
22734,Anthony Clark
22735,Mitchell Whitfield
22736,Holly Near
22737,Alison Sudol
22738,Kam Woo-seong
22739,Son Byung-ho
22740,Oh Tae-kyung
22741,Park Won-sang
22742,Jin-ho Song
22743,Young-dong Moon
22744,Jung Kyung-ho
22745,Byeong-cheol Kim
22746,Gi Ju-bong
22747,Steve Boyle
22748,Nic Rhind
22749,Chris William Martin
22750,Tyler Johnston
22751,Carlo Yu
22752,Pat Mastroianni
22753,Than Thao Nguyen
22754,Nicole Goliath
22755,Richard Simpson
22756,Jonathan Goldsmith
22757,Joe Unger
22758,Dennis Howard
22759,Evan C. Kim
22760,Liselotte Pulver
22761,Hanns Lothar
22762,Leon Askin
22763,Ralf Wolter
22764,Karl Lieffen
22765,Lila Kedrova
22766,Tamara Toumanova
22767,David Opatoshu
22768,Wolfgang Kieling
22769,Tim Woodward
22770,Sam Hargrave
22771,Henry Strozier
22772,Stephanie Romanov
22773,Shawn Driscoll
22774,Drake Cook
22775,Holly Taylor
22776,Keidrich Sellati
22777,Annet Mahendru
22778,Richard Thomas
22779,Alison Wright
22780,Lev Gorn
22781,Costa Ronin
22782,David Huffman
22783,Kenneth Colley
22784,Frederick Stafford
22785,Dany Robin
22786,Karin Dor
22787,Claude Jade
22788,Per-Axel Arosenius
22789,Elke Sommer
22790,Micheline Presle
22791,Don Dubbins
22792,Ken Russell
22793,Ingeborga Dapkunaite
22794,David Soul
22795,Dina Korzun
22796,Yevgeni Kharlanov
22797,Christian Sandström
22798,Vittorio De Sica
22799,Paul Rogers
22800,Jenny Runacre
22801,Rainer Bock
22802,Jasna Fritzi Bauer
22803,Christina Hecke
22804,Claudia Geisler
22805,Peter Weiss
22806,Carolin Haupt
22807,Deniz Petzold
22808,Alicia von Rittberg
22809,Peter van Eyck
22810,Rupert Davies
22811,Larry Hagman
22812,Frieda Altman
22813,Sorrell Booke
22814,Harlys Becerra
22815,Julian Flynn
22816,Steve Howard
22817,Michael Vitovich
22818,Ed Herlihy
22819,Simon Fenton
22820,Kellie Martin
22821,John Sayles
22822,Dennis Franz
22823,Tony Bill
22824,Paul Ford
22825,Tessie O'Shea
22826,John Phillip Law
22827,Jason Gray-Stanford
22828,Julian Adams
22829,Mark Humphrey
22830,Sharon H. Brandon
22831,Clark Johnson
22832,Jason Blicker
22833,Max Adrian
22834,Olga Georges-Picot
22835,Sol L. Frieder
22836,Tutte Lemkov
22837,Helmut Dantine
22838,Rebecca Front
22839,John Neville
22840,Lee Montague
22841,Thomas Heathcote
22842,Virginia McKenna
22843,Philippe Forquet
22844,Guillaume Depardieu
22845,Elizabeth Sellars
22846,Charlotte Austin
22847,Cathleen Nesbitt
22848,Lyudmila Savelyeva
22849,Vyacheslav Tikhonov
22850,Gennadi Ivanov
22851,Anatoli Ktorov
22852,Antonina Shuranova
22853,Irina Gubanova
22854,Sergei Bondarchuk
22855,Boris Zakhava
22856,Irina Skobtseva
22857,Vladislav Strzhelchik
22858,Andrea Giordana
22859,Violante Plácido
22860,Toni Bertorelli
22861,Hannelore Elsner
22862,Benjamin Sadler
22863,Rossano Brazzi
22864,Pierre Mondy
22865,Anna-Maria Ferrero
22866,Nigel Stock
22867,Maurice Denham
22868,Boguslaw Linda
22869,Andrzej Seweryn
22870,Marek Kondrat
22871,Krzysztof Kolberger
22872,Michał Żebrowski
22873,Alicja Bachleda
22874,Jerzy Trela
22875,Marek Perepeczko
22876,Edith Erastoff
22877,August Falck
22878,Bergliot Husberg
22879,Nuno Lopes
22880,Soraia Chaves
22881,Victória Guerra
22882,Marcello Urgeghe
22883,Jemima West
22884,José Afonso Pimentel
22885,Miguel Borges
22886,Raymond Pellegrin
22887,Pierre Brasseur
22888,Michèle Morgan
22889,Jean Marais
22890,Jay Rodan
22891,Elsa Zylberstein
22892,Stéphane Freiss
22893,Siobhan Hewlett
22894,Victoria Hamilton
22895,Paula Jennings
22896,Niall Macgregor
22897,Colleen Miller
22898,Donald Randolph
22899,Stephen Bekassy
22900,Dorian Healy
22901,Robert Lindsay
22902,Robert Bathurst
22903,Duncan Bell
22904,Vincent Grass
22905,Robert Hossein
22906,Renaud Mary
22907,Léa Gray
22908,Gianrico Tedeschi
22909,Enrique Avila
22910,Carlo Giuffré
22911,Bruno Carotenuto
22912,Philip Glenister
22913,Denis Lawson
22914,Jonathan Coy
22915,Antony Sher
22916,Jean Badin
22917,Terence Corrigan
22918,Christopher Fulford
22919,Tony Haygarth
22920,Barbara Flynn
22921,David Birkin
22922,Christian Coulson
22923,Daragh O'Malley
22924,Michael Mears
22925,John Tams
22926,Jason Salkey
22927,Paul Trussell
22928,Boguslaw Kierc
22929,Piotr Wysocki
22930,Beata Tyszkiewicz
22931,Pola Raksa
22932,Wladyslaw Hancza
22933,Jan Swiderski
22934,Jan Koecher
22935,Zbigniew Sawan
22936,Józef Duriasz
22937,Morag Hood
22938,Joanna David
22939,Faith Brook
22940,Angela Down
22941,Sylvester Morand
22942,David Swift
22943,Fiona Gaunt
22944,Daeg Faerch
22945,Miles Robbins
22946,Virginia Gardner
22947,Jefferson Hall
22948,Andi Matichak
22949,Michael Garza
22950,Austin Zajur
22951,Gabriel Rush
22952,Kathleen Pollard
22953,Lorraine Toussaint
22954,Austin Abrams
22955,Quinn Lord
22956,Rochelle Aytes
22957,Moneca Delain
22958,Katie Stevens
22959,Lauryn Alisa McClain
22960,Shazi Raja
22961,Schuyler Helford
22962,Phillip Johnson Richardson
22963,Chaney Morrow
22964,Justin Marxen
22965,Terri Partyka
22966,Lance Guest
22967,Hunter von Leer
22968,Nancy Stephens
22969,Chase Wright Vanek
22970,Brea Grant
22971,Angela Trimbur
22972,Dayton Callie
22973,Bianca Kajlich
22974,Daisy McCrackin
22975,Luke Kirby
22976,Ellie Cornell
22977,Beau Starr
22978,Kathleen Kinmont
22979,Sasha Jenson
22980,George P. Wilbur
22981,Kenan Thompson
22982,China Anne McClain
22983,Marianne Hagan
22984,Mariah O'Brien
22985,Leo Geter
22986,Susan Swift
22987,J.C. Brandy
22988,Sheri Hicks
22989,Stacey Nelkin
22990,Michael Currie
22991,Jadeen Barbor
22992,Bradley Schachter
22993,Garn Stephens
22994,Booboo Stewart
22995,Alex Essoe
22996,Grace Phipps
22997,Katie Silverman
22998,Matthew Walker
22999,Wendy Kaplan
23000,Tamara Glynn
23001,Jeffrey Landman
23002,Jonathan Chapin
23003,Jack Fulton
23004,Juan Carlos Velis
23005,Elizabeth Jeanne le Roux
23006,Alex Mallari Jr.
23007,Erin Boyes
23008,Sofia Wells
23009,Chloé Coulloud
23010,Félix Moati
23011,Jérémy Kapone
23012,Catherine Jacob
23013,Chloé Marcq
23014,Marie-Claude Pietragalla
23015,Loïc Berthézène
23016,Joël Cudennec
23017,Sabine Londault
23018,Alvin Alexis
23019,Allison Barron
23020,Lance Fenton
23021,Billy Gallo
23022,Hal Havins
23023,Amelia Kinkade
23024,Linnea Quigley
23025,Jill Terashita
23026,Katie Maguire
23027,Mike Giannelli
23028,Catherine A. Callahan
23029,Marie Maser
23030,Kayla Lian
23031,Cole Mathewson
23032,Sydney Freihofer
23033,Brandon deSpain
23034,Robyn Kerr
23035,Michael Chmiel
23036,Keith Powers
23037,Orlando Brown
23038,O'Shea Jackson Jr.
23039,Natascha Hopkins
23040,Rhyon Nicole Brown
23041,Shameik Moore
23042,Blake Anderson
23043,ASAP Rocky
23044,Tyga
23045,Chanel Iman
23046,Herizen F. Guardiola
23047,Skylan Brooks
23048,Tremaine Brown Jr.
23049,Stefanée Martin
23050,Jamal Woolard
23051,Cyrus Farmer
23052,Emmett Hunter
23053,Terri Abney
23054,Brian Tyree Henry
23055,Lucius Baston
23056,Precious Bright
23057,Deaven Brooks
23058,Elise Neal
23059,Marques Houston
23060,Omari Grandberry
23061,Jennifer Freeman
23062,Dreux Frederic
23063,DaMario Thornton
23064,Jarrell Houston
23065,Steve Harvey
23066,Donna Glytch
23067,Bryshere Y. Gray
23068,Trai Byers
23069,Grace Byers
23070,Malik Yoba
23071,Ta'Rhonda Jones
23072,Chris Brown
23073,Caity Lotz
23074,Terrence Jenkins
23075,Weronika Rosati
23076,Luis Rosado
23077,Ivan 'Flipz' Velez
23078,Jesse Erwin
23079,Bridget Everett
23080,Siddharth Dhananjay
23081,McCaul Lombardi
23082,Patrick Brana
23083,Dylan Blue
23084,Ray Iannicelli
23085,Yair Koas
23086,Lisa Teige
23087,Fabian Svegaard Tapia
23088,Vebjørn Enger
23089,Stig R. Amdam
23090,Morad Aziman
23091,Sofie Albertine Foss
23092,Lucas Lute
23093,Marius Vold
23094,Guy Davis
23095,Jon Chardiet
23096,Leon W. Grant
23097,Saundra Santiago
23098,Shawn Elliott
23099,Ariana Burks
23100,Dave East
23101,Julian Williams
23102,Ashley Jackson
23103,Khalil Everage
23104,Megan Sousa
23105,Locus
23106,Nerviozzo
23107,Jonathan David Mellor
23108,Cesar Fornes
23109,José Antonio Díaz
23110,Mireia Ortega
23111,Radha Blank
23112,Jacob Ming-Trent
23113,T.J. Atoms
23114,Reed Birney
23115,Peggy J. Scott
23116,Peter Y. Kim
23117,Mina Joo
23118,Imani Lewis
23119,Michael Izquierdo
23120,Julius Caba
23121,Ryôhei Suzuki
23122,Young Dais
23123,Shunsuke Daitô
23124,Mika Kanô
23125,Takuya Ishida
23126,Ryûta Satô
23127,Riki Takeuchi
23128,Chanté Adams
23129,Curtiss Cook
23130,Sean Ringgold
23131,Eden Duncan-Smith
23132,Mitchell Edwards
23133,Jermel Howard
23134,Rayane Bensetti
23135,Fiorella Campanella
23136,Guillaume de Tonquedec
23137,Laura Defretin
23138,Nicolas Huchard
23139,Mehdi Kerkouche
23140,Magdalena Malfray
23141,Mwen Marchand
23142,Brandon Masele
23143,Christopher Reid
23144,Robin Harris
23145,Christopher Martin
23146,A.J. Johnson
23147,Paul Anthony
23148,Lucinda Dickey
23149,Adolfo Quinones
23150,Michael Chambers
23151,Ben Lokey
23152,Phineas Newborn III
23153,Andre Landzaat
23154,Cooley Jackson
23155,Shelley Hennig
23156,Andy Buckley
23157,Teyana Taylor
23158,Amin Joseph
23159,Stephen Rider
23160,Wiz Khalifa
23161,Jordan Rock
23162,Harrison Holzer
23163,Isabella Farrell
23164,Erik Weiner
23165,Rosalyn Coleman
23166,Lee Quinones
23167,Sandra Fabara
23168,Patti Astor
23169,Busy Bee
23170,Dondi White
23171,Fab 5 Freddy
23172,Lisa Lee
23173,Grandmaster Flash
23174,Deezer D
23175,Phil Hartman
23176,Charles Q. Murphy
23177,Annie Ilonzeh
23178,Demetrius Shipp Jr.
23179,Harold House Moore
23180,Dominic L. Santana
23181,Grace Gibson
23182,Michael Gross
23183,Naomi Campbell
23184,Bobbie Brown
23185,Dido
23186,Nathan Mathers
23187,Coolio
23188,L.V.
23189,Lil Dicky
23190,Taylor Misiak
23191,Christine Ko
23192,Gina Hecht
23193,Jarvis W. George
23194,John Pirruccello
23195,Kat Purgal
23196,Catherine Dent
23197,Zach Scheerer
23198,Sophia Forrest
23199,Henry Nixon
23200,Aaron Glenane
23201,Genevieve Morris
23202,Zara Zoe
23203,Charles Russell
23204,Xavier Gouault
23205,Christian Kane
23206,Todd Lowe
23207,Madelyn Deutch
23208,Calvin Borel
23209,Ed Gardner
23210,William Newell
23211,David Carlile
23212,Ada Murphy
23213,Kenneth MacKenna
23214,Alfred Hitchcock
23215,Mike Ragan
23216,Eriz Alberdi
23217,Iñaki Urrutia
23218,Pedro Arnáez
23219,Carlos Urbina
23220,Aitor Mendizabal
23221,Puri Urretabizkaia
23222,Ana Elordi
23223,Eider Pikabea
23224,Mikel Díez Zumalabe
23225,Peter Barkworth
23226,Dinsdale Landen
23227,Percy Kilbride
23228,Jan Francis
23229,Alison Steadman
23230,Marcel Perez
23231,Richard Greene
23232,Bill Kerr
23233,Domingo Landicho
23234,Noel Ferrier
23235,Bembol Roco
23236,Paul Sonkkila
23237,Said Tarchani
23238,Boubker Ait El Caid
23239,Chance Romero
23240,Marc Musso
23241,Jeremy Blackman
23242,Leticia Herrero
23243,María Morales
23244,Ana Katz
23245,Joanna Gleason
23246,Dana Barron
23247,Tony Hale
23248,Fay Wolf
23249,Michael Algieri
23250,Miho Kanno
23251,Hidetoshi Nishijima
23252,Tatsuya Mihashi
23253,Chieko Matsubara
23254,Kyôko Fukada
23255,Tsutomu Tageshige
23256,Egoitz Lasa
23257,Jox Berasategui
23258,Daniel Horvath
23259,Jon Bon Jovi
23260,Tuncel Kurtiz
23261,Nursel Köse
23262,Patrycia Ziolkowska
23263,Nurgül Yesilcay
23264,Baki Davrak
23265,Joanna Moukarzel
23266,Gisèle Aouad
23267,Siham Haddad
23268,Aziza Semaan
23269,Fatme Safa
23270,Dimitri Stancofski
23271,Fadia Stella
23272,Corinna Harfouch
23273,Ulrich Matthes
23274,Juliane Köhler
23275,Rolf Kanies
23276,Rina Morelli
23277,Terence Hill
23278,Pierre Clémenti
23279,Lucilla Morlacchi
23280,Giuliano Gemma
23281,Richard Ridings
23282,Christopher Adamson
23283,Alex Norton
23284,Dana Delany
23285,Josh O'Connor
23286,Emma Corrin
23287,Michael Ontkean
23288,Jennifer Warren
23289,Jerry Houser
23290,Shaun Weiss
23291,Matt Doherty
23292,Wayne Gretzky
23293,Vincent Larusso
23294,Nathan West
23295,Eddie Cahill
23296,Kenneth Mitchell
23297,Pete Duffy
23298,Joe Cure
23299,Bobby Hanson
23300,Nate Miller
23301,David Selby
23302,Nicholas Campbell
23303,Richard Clarkin
23304,Jonathan Cherry
23305,Eric Nesterenko
23306,George Finn
23307,Alexa Benette Fox
23308,Russell Ferrier
23309,Aaron Smolinski
23310,Lomax Study
23311,Jessica Steen
23312,David Paetkau
23313,Miriam Ingrid
23314,Oliver Dufaker
23315,Aliette Opheim
23316,Ulf Stenberg
23317,Otto Fahlgren
23318,Tobias Zilliacus
23319,Tomas Bergström
23320,Jacob Nordenson
23321,Charlotta Jonsson
23322,Alfons Nordberg
23323,Noah Bernett
23324,Benz Antoine
23325,Jeananne Goossen
23326,Travis Ferris
23327,Dylan Everett
23328,Claire Rankin
23329,Darrin Rose
23330,Callan Potter
23331,Jesse Bostick
23332,Kiana Madeira
23333,Eliana Jones
23334,Devyn Nekoda
23335,Kolton Stewart
23336,Greyston Holt
23337,Jeff Carlson
23338,Steve Carlson
23339,David Hanson
23340,Mark Messier
23341,Doug Gilmour
23342,Scott Patey
23343,Hutch Dano
23344,Genevieve Hannelius
23345,Kelsey Chow
23346,Kelly Gould
23347,David Lambert
23348,Taylar Hender
23349,Kiara Muhammad
23350,Haley Tju
23351,Caroline Labrum
23352,Jorge Asín
23353,Ángel Gotor
23354,Jeremias Amoore
23355,Grace Beedie
23356,Calin Bleau
23357,Anastázie Chocholatá
23358,Leonardo Fontes
23359,Brett Houghton
23360,Jade Ma
23361,Toby Murray
23362,Sarah-Jane Potts
23363,Eugene Hutz
23364,Boris Leskin
23365,Zuzana Hodkova
23366,Laryssa Lauret
23367,Ljubomir Dezera
23368,Ion Caramitru
23369,Rita Karin
23370,Stephen D. Newman
23371,Greta Turken
23372,Eugene Lipinski
23373,Heinz Lieven
23374,Olwen Fouere
23375,Mélusine Mayance
23376,Gisèle Casadesus
23377,Alexei Kravchenko
23378,Olga Mironova
23379,Liubomiras Laucevicius
23380,Vladas Bagdonas
23381,Victor Lorents
23382,Guy Henry
23383,"Anna Marie Cseh
"
23384,Max Hubacher
23385,Milan Peschel
23386,Bernd Hölscher
23387,Waldemar Kobus
23388,Samuel Finzi
23389,Daniel Benzali
23390,David Chandler
23391,Axel Milberg
23392,Julia Jentsch
23393,Ulrich Noethen
23394,Michael Degen
23395,Nicholas Woodeson
23396,Victoria Trauttmansdorff
23397,Lale Yavas
23398,Lena Beyerling
23399,Juraj Kukura
23400,Sibel Kekilli
23401,Roman Roth
23402,Brigitte Grothum
23403,Hans Jürgen Silbermann
23404,André Szymanski
23405,Friederike Becht
23406,Johannes Krisch
23407,Hansi Jochmann
23408,Robert Hunger-Bühler
23409,Lukas Miko
23410,Gert Voss
23411,Merab Ninidze
23412,Lea Kurka
23413,Gabrielle Odinis
23414,Karoline Eckertz
23415,Barnaby Kay
23416,Nina Kunzendorf
23417,Michael Maertens
23418,Imogen Kogge
23419,Eva Bay
23420,Megan Gay
23421,Alex Jennings
23422,Michael Epp
23423,Jack Gover
23424,Millie Perkins
23425,Gusti Huber
23426,Dodie Heath
23427,Hannah Taylor Gordon
23428,Éva Igó
23429,Stephan Balint
23430,Dorian Le Clech
23431,Batyste Fleurial
23432,César Domboy
23433,Kev Adams
23434,Lucas Prisor
23435,Geraldine Fitzgerald
23436,Jaime Sanchez
23437,Thelma Oliver
23438,Marketa Kimbrell
23439,Baruch Lumet
23440,Juano Hernández
23441,Linda Geiser
23442,Nancy R. Pollock
23443,Joseph Bottoms
23444,Endre Harkanyi
23445,Marcell Nagy
23446,Aron Dimeny
23447,Andras M. Kecskes
23448,József Gyabronka
23449,Delaine Yates
23450,Tereza Srbova
23451,Josef Kroner
23452,Frantisek Zvarik
23453,Ida Kaminska
23454,Hana Slivkova
23455,Martin Holly
23456,Helena Zvarikova
23457,Martin Gregory
23458,Adam Matejka
23459,Ellie Kendrick
23460,Geoff Breton
23461,Tim Dantay
23462,Roger Frost
23463,Maciej Stuhr
23464,Ireneusz Czop
23465,Danuta Szaflarska
23466,Zuzana Fialová
23467,Danuta Borsuk
23468,Jerzy Radziwilowicz
23469,Wojciech Zielinski
23470,Andrzej Mastalerz
23471,Yuliya Vysotskaya
23472,Christian Clauss
23473,Peter Kurth
23474,Jakob Diehl
23475,Viktor Sukhorukov
23476,Vera Voronkova
23477,Jean Denis Römer
23478,Brian Webber
23479,Aleksandra Slaska
23480,Anna Ciepielewska
23481,Janusz Bylczynski
23482,Barbara Horawianka
23483,Anna Jaraczówna
23484,Maria Koscialkowska
23485,Andrzej Krasicki
23486,Irena Malkiewicz
23487,Leon Pietraszkiewicz
23488,Anatole Taubman
23489,Joel Basman
23490,Harvey Friedman
23491,Péter Rudolf
23492,Tamás Szabó Kimmel
23493,Dóra Sztarenki
23494,Bence Tasnádi
23495,Ági Szirtes
23496,József Szarvas
23497,Eszter Nagy-Kálózy
23498,Iván Angelus
23499,Hartmut Becker
23500,Jack Shepherd
23501,Emil Wolk
23502,Simon Gregor
23503,Sadie Frost
23504,Julia Beerhold
23505,Jan Mayzel
23506,Norma Argentina
23507,Noemí Frenkel
23508,Tatjana Blacher
23509,Joachim Król
23510,Jessica Manley
23511,Juanin Clay
23512,Kent Williams
23513,Dennis Lipscomb
23514,Joe Dorsey
23515,Eiji Okada
23516,Stella Dassas
23517,Mitsuko Baisho
23518,Mitsunori Isaki
23519,Toshihiko Nakano
23520,Chosuke Ikariya
23521,Gerald McRaney
23522,Ashley Scott
23523,Shoshannah Stern
23524,Sara Kestelman
23525,Sally Anne Newton
23526,John Alderton
23527,Joan Weldon
23528,James Arness
23529,Chris Drake
23530,Fess Parker
23531,Yoshiko Tanaka
23532,Kazuo Kitamura
23533,Shoichi Ozawa
23534,Norihei Miki
23535,Keisuke Ishida
23536,Hisako Hara
23537,Masato Yamada
23538,Takashi Miike
23539,Bibi Besch
23540,Lori Lethin
23541,Jeff East
23542,Narumi Kayashima
23543,Sachiko Murase
23544,Tomoko Otakara
23545,Hidetaka Yoshioka
23546,Choichiro Kawarazaki
23547,Mieko Suzuki
23548,John Tate
23549,Lola Brooks
23550,Denise Crosby
23551,Iosif Ryklin
23552,Viktor Mikhaylov
23553,Aleksandr Sabinin
23554,Nora Gryakalova
23555,Vera Mayorova
23556,Vatslav Dvorzhetsky
23557,Svetlana Smirnova
23558,Nikolai Alkanov
23559,Vadim Lobanov
23560,Pierre Jolivet
23561,Christiane Krüger
23562,Susanne Benton
23563,Alvy Moore
23564,Helene Winston
23565,Hal Baylor
23566,Ron Feinberg
23567,Michael Rupert
23568,Anna Klemp
23569,Stacey Travis
23570,William Hootkins
23571,Carl McCoy
23572,Mark Northover
23573,Paul McKenzie
23574,Lemmy
23575,Jeffrey Falcon
23576,Justin McGuire
23577,Kim De Angelo
23578,Stephane Gauger
23579,Clifford Hugo
23580,Oleg Bernov
23581,Igor Yuzov
23582,Zhenya Kolykhanov
23583,Karen Meagher
23584,Reece Dinsdale
23585,David Brierly
23586,Rita May
23587,Nicholas Lane
23588,Jane Hazlegrove
23589,Minoru Chiaki
23590,Noriko Sengoku
23591,Hiroshi Tachikawa
23592,Atsushi Watanabe
23593,Eric Braeden
23594,Leonid Rostoff
23595,Lew Brown
23596,Georg Stanford Brown
23597,Willard Sage
23598,Marion Ross
23599,Alex Rodine
23600,Enrique Vilches
23601,Mercedes Muñoz Sampedro
23602,Elisa Montés
23603,Anna Katarina
23604,Gandhi MacIntyre
23605,Justin Monjo
23606,"Aaron Martin
"
23607,Michael Sopkiw
23608,Valentine Monnier
23609,Anna Kanakis
23610,Louis Ecclesia
23611,Serge Feuillard
23612,Tiziana Fibi
